"Dt Ultima  Totalização";"UF";"Município";"Cargo";"Nr";"Candidato";"Partido";"Situação";"Qt Votos  Válidos";"% Válidos";
"Última totalização: 07/10/2012 - 19:35:41";"AC";"ASSIS BRASIL";"Vereador";"15.456";"MANOEL AROLDO BATISTA DOS SANTOS";"PMDB";"Eleito por QP";"170";"3,950"
"";"AC";"ASSIS BRASIL";"Vereador";"25.625";"GENILSON BEZERRA";"DEM";"Eleito por QP";"167";"3,880"
"";"AC";"ASSIS BRASIL";"Vereador";"15.123";"ROGERIO ANDRADE DA ROCHA";"PMDB";"Suplente";"157";"3,648"
"";"AC";"ASSIS BRASIL";"Vereador";"15.789";"ORCELIO DOS RIOS";"PMDB";"Suplente";"104";"2,416"
"";"AC";"ASSIS BRASIL";"Vereador";"12.345";"MARIA LAILA DE  SOUZA";"PDT";"Suplente";"93";"2,161"
"";"AC";"ASSIS BRASIL";"Vereador";"25.444";"JURANDIR MOÇAMBITE DA SILVA";"DEM";"Suplente";"83";"1,928"
"";"AC";"ASSIS BRASIL";"Vereador";"55.555";"ILCIMAR RIBEIRO DE OLIVEIRA";"PSD";"Suplente";"54";"1,255"
"";"AC";"ASSIS BRASIL";"Vereador";"55.123";"CARLOS ALBERTO RODRIGUES DE SOUZA";"PSD";"Suplente";"53";"1,231"
"";"AC";"ASSIS BRASIL";"Vereador";"15.555";"JOSE DO NASCIMENTO VALENTIM";"PMDB";"Suplente";"37";"0,860"
"";"AC";"ASSIS BRASIL";"Vereador";"20.444";"VALDETE ANGELICA DO NASCIMENTO";"PSC";"Suplente";"18";"0,418"
"";"AC";"ASSIS BRASIL";"Vereador";"15.000";"ANTONIA LENIR VELOZO DE SOUZA";"PMDB";"Suplente";"3";"0,070"
"";"AC";"ASSIS BRASIL";"Vereador";"15.444";"MARIVON SANTOS DA SILVA CAMELO";"PMDB";"Suplente";"1";"0,023"
"";"AC";"ASSIS BRASIL";"Vereador";"20.000";"NILCEIA PEREIRA DA SILVA";"PSC";"Suplente";"1";"0,023"
"";"AC";"ASSIS BRASIL";"Vereador";"11.111";"GILDA ALMEIDA DA SILVA DAMASCENO";"PP";"Eleito por QP";"249";"5,785"
"";"AC";"ASSIS BRASIL";"Vereador";"45.100";"MANOEL DE OLIVEIRA SOUZA";"PSDB";"Eleito por QP";"167";"3,880"
"";"AC";"ASSIS BRASIL";"Vereador";"45.000";"LEONCIO GOMES GONÇALVES";"PSDB";"Suplente";"144";"3,346"
"";"AC";"ASSIS BRASIL";"Vereador";"45.107";"JAIR SALOMAO MANCHINERI";"PSDB";"Suplente";"70";"1,626"
"";"AC";"ASSIS BRASIL";"Vereador";"45.115";"RAIMUNDO NONATO FREITAS LOPES";"PSDB";"Suplente";"44";"1,022"
"";"AC";"ASSIS BRASIL";"Vereador";"45.678";"CLEUMAR FERREIRA LEITE";"PSDB";"Suplente";"43";"0,999"
"";"AC";"ASSIS BRASIL";"Vereador";"45.123";"JOSE GOMES BARROS";"PSDB";"Suplente";"40";"0,929"
"";"AC";"ASSIS BRASIL";"Vereador";"45.444";"CLEUDO ARAUJO OLIVEIRA";"PSDB";"Suplente";"38";"0,883"
